,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년 학생 수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생 _수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분),남교사 수,방과후_학생_수
10,도봉숲아뜨리움(도시형),93,서울시 도봉구 도봉동,1132010800,593-37,서울시 도봉구 도봉로167길 38,37.678226,127.042452,172,0,5,4,149,40,165,성보건설산업(주),HT001,93.87,73.06,78,3,2,1,계단식,185100,422880,37020,200760,0,0,0,,229789,237628,,,,,,,,,,,,,서울도봉초등학교,B100001743,서울특별시 도봉구 도봉동 산75번지 (새주소: 서울특별시 도봉구 무수울2길 66),혁신,단설,19660628,서울특별시교육청,http://dobong.sen.es.kr,20230531,16.0,17.6,184.0,167.0,20230531,5.0,25.0,3.0,3.0,3.0,3.0,3.0,3.0,48.0,59.0,57.0,50.0,63.0,63.0,2.0,11.0,18.0,351.0,4.0,2.0,0.0,0.0,20230531,0.0,0.0,0.0,0.0,20230531,직영,3447.0,499.0,623840000.0,37.67936222,127.03836147,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,5.0,,
0,도봉유원,104,서울시 도봉구 도봉동,1132010800,83,서울시 도봉구 도봉로180길 50,37.682328,127.04839,286,0,15,9,225,0,143,유원건설(주),HT001,104.79,84.93,81,3,2,286,계단식,204300,514170,40860,269010,0,0,0,,167682,166290,"5억 5,000","6억 7,000",,"2억 5,000",,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,8.0,,
0,도봉파크빌2단지,109A㎡,서울시 도봉구 도봉동,1132010800,647,서울시 도봉구 마들로 835,37.684112,127.050657,139,0,20,10,224,17,158,유진건설(주)외1,HT001,109.86,84.35,77,3,2,83,계단식,238500,579150,47700,292950,0,0,0,,,,,"5억 9,000",,"3억 8,000",,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,3.0,,
1,도봉파크빌2단지,109D㎡,서울시 도봉구 도봉동,1132010800,647,서울시 도봉구 마들로 835,37.684112,127.050657,139,0,20,10,224,17,158,유진건설(주)외1,HT001,109.59,84.15,77,3,2,21,계단식,238500,579150,47700,292950,0,0,0,,,,,,,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,3.0,,
2,도봉파크빌2단지,109B㎡,서울시 도봉구 도봉동,1132010800,647,서울시 도봉구 마들로 835,37.684112,127.050657,139,0,20,10,224,17,158,유진건설(주)외1,HT001,109.61,84.16,77,3,2,20,계단식,238500,579150,47700,292950,0,0,0,,,,6억,"6억 5,000",,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,3.0,,
3,도봉파크빌2단지,109C,서울시 도봉구 도봉동,1132010800,647,서울시 도봉구 마들로 835,37.684112,127.050657,139,0,20,10,224,17,158,유진건설(주)외1,HT001,109.61,84.16,77,3,2,15,계단식,238500,579150,47700,292950,0,0,0,,,,,,,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,3.0,,
0,도봉파크빌3단지,106A㎡,서울시 도봉구 도봉동,1132010800,644,서울시 도봉구 마들로 891,37.687341,127.048893,200,0,19,11,222,17,230,유진건설(주)외1,HT001,106.78,84.35,79,3,2,73,계단식,253800,608220,50760,303660,0,0,0,,205991,200273,,,,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
1,도봉파크빌3단지,106B㎡,서울시 도봉구 도봉동,1132010800,644,서울시 도봉구 마들로 891,37.687341,127.048893,200,0,19,11,222,17,230,유진건설(주)외1,HT001,106.54,84.16,79,3,2,38,계단식,253800,608220,50760,303660,0,0,0,,205525,199819,,,,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
2,도봉파크빌3단지,106D㎡,서울시 도봉구 도봉동,1132010800,644,서울시 도봉구 마들로 891,37.687341,127.048893,200,0,19,11,222,17,230,유진건설(주)외1,HT001,106.53,84.15,79,3,2,36,계단식,253800,608220,50760,303660,0,0,0,,205505,199800,,,,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
3,도봉파크빌3단지,106E㎡,서울시 도봉구 도봉동,1132010800,644,서울시 도봉구 마들로 891,37.687341,127.048893,200,0,19,11,222,17,230,유진건설(주)외1,HT001,106.76,84.33,79,3,2,36,계단식,253800,608220,50760,303660,0,0,0,,205947,200230,,"7억 5,000",,,,"1억 6,500/90",,"1억 6,500/90",,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
4,도봉파크빌3단지,106C,서울시 도봉구 도봉동,1132010800,644,서울시 도봉구 마들로 891,37.687341,127.048893,200,0,19,11,222,17,230,유진건설(주)외1,HT001,106.54,84.16,79,3,2,17,계단식,244800,591120,48960,297360,0,0,0,,205532,199827,,6억,,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
0,도봉한신,95㎡,서울시 도봉구 도봉동,1132010800,30-1,서울시 도봉구 마들로 859-19,37.686235,127.047966,2678,0,17,11,283,20,2462,한신공영(주),HT001,95.38,77.46,81,3,1,24,계단식,,,,,,,,,177729,171059,,,,,,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
1,도봉한신,102A㎡,서울시 도봉구 도봉동,1132010800,30-1,서울시 도봉구 마들로 859-19,37.686235,127.047966,2678,0,17,11,283,20,2462,한신공영(주),HT001,102.02,84.94,83,3,1,1595,계단식,,,,,,,,,194891,187577,5억,7억,"2억 9,000",4억,"8,000/120",1억/100,"8,000/120",1억/100,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
2,도봉한신,102B㎡,서울시 도봉구 도봉동,1132010800,30-1,서울시 도봉구 마들로 859-19,37.686235,127.047966,2678,0,17,11,283,20,2462,한신공영(주),HT001,102.02,84.94,83,3,2,10,계단식,,,,,,,,,194891,187577,"5억 3,000","6억 8,000","3억 2,000",4억,,"5,000/120",,"5,000/120",,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
3,도봉한신,104C,서울시 도봉구 도봉동,1132010800,30-1,서울시 도봉구 마들로 859-19,37.686235,127.047966,2678,0,17,11,283,20,2462,한신공영(주),HT001,104.62,84.94,81,3,1,1049,계단식,,,,,,,,,194891,187577,"5억 3,000","7억 5,000",3억,"3억 9,000","5,000/120","8,000/120","5,000/120","8,000/120",,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,1.0,,
0,도봉한양수자인(주상복합),108E㎡,서울시 도봉구 도봉동,1132010800,657,서울시 도봉구 마들로 724,37.674636,127.047638,80,0,15,15,399,59,148,,HT001,108.75,84.99,78,3,2,22,계단식,202500,510750,40500,267750,0,0,0,,,,"5억 8,000","6억 3,000",,,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,21.0,,
1,도봉한양수자인(주상복합),108C㎡,서울시 도봉구 도봉동,1132010800,657,서울시 도봉구 마들로 724,37.674636,127.047638,80,0,15,15,399,59,148,,HT001,108.55,84.46,78,3,2,18,계단식,202500,510750,40500,267750,0,0,0,,,,,,,4억,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,21.0,,
2,도봉한양수자인(주상복합),108A㎡,서울시 도봉구 도봉동,1132010800,657,서울시 도봉구 마들로 724,37.674636,127.047638,80,0,15,15,399,59,148,,HT001,108.6,84.46,78,3,2,17,계단식,202500,510750,40500,267750,0,0,0,,,,,,,,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,21.0,,
3,도봉한양수자인(주상복합),108B㎡,서울시 도봉구 도봉동,1132010800,657,서울시 도봉구 마들로 724,37.674636,127.047638,80,0,15,15,399,59,148,,HT001,108.74,84.46,78,3,2,3,계단식,202500,510750,40500,267750,0,0,0,,,,,,,,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,21.0,,
4,도봉한양수자인(주상복합),108D㎡,서울시 도봉구 도봉동,1132010800,657,서울시 도봉구 마들로 724,37.674636,127.047638,80,0,15,15,399,59,148,,HT001,108.58,84.46,78,3,2,2,계단식,202500,510750,40500,267750,0,0,0,,,,,,,,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,21.0,,
5,도봉한양수자인(주상복합),145㎡,서울시 도봉구 도봉동,1132010800,657,서울시 도봉구 마들로 724,37.674636,127.047638,80,0,15,15,399,59,148,,HT001,145.85,114.62,79,4,2,13,계단식,244800,591120,48960,297360,0,0,0,,,,,,,,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,21.0,,
6,도봉한양수자인(주상복합),149,서울시 도봉구 도봉동,1132010800,657,서울시 도봉구 마들로 724,37.674636,127.047638,80,0,15,15,399,59,148,,HT001,149.85,116.43,78,3,2,5,계단식,253800,608220,50760,303660,0,0,0,,,,,,,,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,21.0,,
0,동아에코빌,113N㎡,서울시 도봉구 도봉동,1132010800,654,서울시 도봉구 도봉로180길 6-23,37.681662,127.04693,526,0,22,15,334,23,721,동아건설산업(주),HT001,113.97,84.96,75,3,2,312,계단식,278100,654390,55620,320670,0,0,0,,208912,204142,"6억 3,000",8억,"3억 5,000","4억 5,000",,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,10.0,,
1,동아에코빌,140㎡,서울시 도봉구 도봉동,1132010800,654,서울시 도봉구 도봉로180길 6-23,37.681662,127.04693,526,0,22,15,334,23,721,동아건설산업(주),HT001,140.27,105.97,76,3,2,172,계단식,324000,741600,64800,352800,0,0,0,,260568,254619,"8억 5,000",9억,,"5억 5,000",,,,,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,10.0,,
2,동아에코빌,163,서울시 도봉구 도봉동,1132010800,654,서울시 도봉구 도봉로180길 6-23,37.681662,127.04693,526,0,22,15,334,23,721,동아건설산업(주),HT001,163.74,123.68,76,4,2,42,계단식,374400,837360,74880,388080,0,0,0,,304115,297171,"9억 6,000",11억,,"5억 5,000",,3억/100,,3억/100,,,,,서울누원초등학교,B100001741,서울특별시 도봉구 도봉동 22-19번지 (마들로 859-44),공립,단설,19930720,서울특별시교육청,http://nuwon.sen.es.kr,20230531,20.4,19.6,354.0,391.0,20230531,14.0,43.0,6.0,7.0,5.0,5.0,6.0,7.0,116.0,137.0,115.0,116.0,122.0,131.0,2.0,8.0,36.0,745.0,3.0,2.0,0.0,0.0,20230531,16.0,255.0,0.0,0.0,20230531,직영,3417.0,1072.0,908448000.0,37.68673161,127.0496481,1132010800,서울시,19.8,17.4,도봉구,19.4,17.8,10.0,,
0,디자인빌(도시형),30㎡,서울시 도봉구 도봉동,1132010800,632-1,서울시 도봉구 마들로 728-6,37.674907,127.047805,16,0,9,9,349,59,11,정원종합건설(주),HT001,30.65,23.97,78,2,1,8,복도식,,,,,,,,,,,,,,"1억 5,000",,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,22.0,,
1,디자인빌(도시형),31A㎡,서울시 도봉구 도봉동,1132010800,632-1,서울시 도봉구 마들로 728-6,37.674907,127.047805,16,0,9,9,349,59,11,정원종합건설(주),HT001,31.76,24.84,78,2,1,1,복도식,,,,,,,,,,,,,,,,,,,,,,,서울창도초등학교,B100001782,서울특별시 도봉구 방학동 722(방학로 88-1),공립,단설,19821007,서울특별시교육청,http://changdo.sen.es.kr,20230531,19.6,20.1,379.0,344.0,20230531,13.0,36.0,6.0,5.0,6.0,6.0,6.0,6.0,105.0,112.0,115.0,126.0,130.0,132.0,1.0,3.0,35.0,723.0,2.0,3.0,0.0,0.0,20230531,15.0,174.0,0.0,0.0,20230531,직영,3455.0,970.0,819265000.0,37.66358752,127.04902066,1132010600,서울시,19.8,17.4,도봉구,19.4,17.8,22.0,,
